Service,Product,FI,FD,Cell,Validation Type,Run Type,Tests,Failure Rate,Run Status,Service Details,Run Time
clustermanagement,FKP,perf2-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,107,0%,GREEN,service details,"Jan 16, 2026 @ 01:34:29"
clustermanagement,FKP,perf2-uswest2,msg,none,ServiceValidation,PostDeploymentValidation,10,0%,GREEN,service details,"Jan 16, 2026 @ 00:35:52"
clustermanagement,FKP,perf2-uswest2,privateconnect,none,ServiceValidation,PostDeploymentValidation,13,0%,GREEN,service details,"Jan 15, 2026 @ 21:40:03"
clustermanagement,FKP,perf2-uswest2,secrets,none,ServiceValidation,PostDeploymentValidation,52,0%,GREEN,service details,"Jan 15, 2026 @ 12:29:56"
clustermanagement,FKP,perf2-uswest2,security,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Jan 12, 2026 @ 21:04:26"
clustermanagement,FKP,perf2-uswest2,sitebridge,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Jan 12, 2026 @ 21:05:13"
clustermanagement,FKP,perf2-uswest2,unified-engagement1,none,ServiceValidation,PostDeploymentValidation,39,0%,GREEN,service details,"Jan 16, 2026 @ 00:15:34"
clustermanagement,FKP,test1-uswest2,apiq,none,ServiceValidation,PostDeploymentValidation,33,0%,GREEN,service details,"Jan 16, 2026 @ 06:20:39"
clustermanagement,FKP,test1-uswest2,ast,none,ServiceValidation,PostDeploymentValidation,12,0%,GREEN,service details,"Jan 16, 2026 @ 06:48:12"
clustermanagement,FKP,test1-uswest2,buildndeliver,none,ServiceValidation,PostDeploymentValidation,165,0%,GREEN,service details,"Jan 16, 2026 @ 09:37:50"
clustermanagement,FKP,test1-uswest2,cdp001,none,ServiceValidation,PostDeploymentValidation,74,0%,GREEN,service details,"Jan 16, 2026 @ 06:23:16"
clustermanagement,FKP,test1-uswest2,cdp002,none,ServiceValidation,PostDeploymentValidation,23,0%,GREEN,service details,"Jan 16, 2026 @ 06:22:40"
clustermanagement,FKP,test1-uswest2,core3,none,EnvironmentValidation,ADHOC,2,0%,GREEN,service details,"Nov 4, 2025 @ 00:09:20"
clustermanagement,FKP,test1-uswest2,core3,none,ServiceValidation,PostDeploymentValidation,236,0%,GREEN,service details,"Jan 16, 2026 @ 06:43:05"
clustermanagement,FKP,test1-uswest2,core4,none,EnvironmentValidation,ADHOC,17,0%,GREEN,service details,"Dec 3, 2025 @ 10:41:36"
clustermanagement,FKP,test1-uswest2,core4,none,ServiceValidation,PostDeploymentValidation,200,0%,GREEN,service details,"Jan 16, 2026 @ 06:52:52"
clustermanagement,FKP,test1-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,8,0%,GREEN,service details,"Jan 12, 2026 @ 21:03:04"
clustermanagement,FKP,test1-uswest2,deploy,none,ServiceValidation,PostDeploymentValidation,83,0%,GREEN,service details,"Jan 12, 2026 @ 21:02:34"
clustermanagement,FKP,test1-uswest2,ecom1,none,ServiceValidation,PostDeploymentValidation,13,0%,GREEN,service details,"Jan 8, 2026 @ 05:36:10"
clustermanagement,FKP,test1-uswest2,edge,none,ServiceValidation,PostDeploymentValidation,22,0%,GREEN,service details,"Jan 14, 2026 @ 14:22:16"
clustermanagement,FKP,test1-uswest2,einstein2,none,ServiceValidation,PostDeploymentValidation,46,0%,GREEN,service details,"Jan 16, 2026 @ 06:31:33"
clustermanagement,FKP,test1-uswest2,einsteintest1,none,ServiceValidation,PostDeploymentValidation,47,0%,GREEN,service details,"Jan 16, 2026 @ 06:44:22"
clustermanagement,FKP,test1-uswest2,fire31,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Jan 12, 2026 @ 21:03:03"
clustermanagement,FKP,test1-uswest2,fitmaster,none,ServiceValidation,PostDeploymentValidation,109,0%,GREEN,service details,"Jan 15, 2026 @ 05:30:54"
clustermanagement,FKP,test1-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,114,0%,GREEN,service details,"Jan 16, 2026 @ 06:27:49"
clustermanagement,FKP,test1-uswest2,gid,none,ServiceValidation,PostDeploymentValidation,12,0%,GREEN,service details,"Jan 8, 2026 @ 05:37:19"
clustermanagement,FKP,test1-uswest2,infra-iam,none,ServiceValidation,PostDeploymentValidation,28,0%,GREEN,service details,"Jan 12, 2026 @ 21:02:23"
clustermanagement,FKP,test1-uswest2,mj201,none,ServiceValidation,PostDeploymentValidation,11,0%,GREEN,service details,"Jan 16, 2026 @ 06:46:12"
clustermanagement,FKP,test1-uswest2,monitoring,none,ServiceValidation,PostDeploymentValidation,92,0%,GREEN,service details,"Jan 16, 2026 @ 06:46:16"
clustermanagement,FKP,test1-uswest2,monitoring-regional,none,ServiceValidation,PostDeploymentValidation,11,0%,GREEN,service details,"Jan 16, 2026 @ 06:43:08"
clustermanagement,FKP,test1-uswest2,ms-cp-migrate,none,ServiceValidation,PostDeploymentValidation,11,0%,GREEN,service details,"Jan 16, 2026 @ 06:54:34"
clustermanagement,FKP,test1-uswest2,msg,none,ServiceValidation,PostDeploymentValidation,12,0%,GREEN,service details,"Jan 16, 2026 @ 06:39:16"
clustermanagement,FKP,test1-uswest2,mulesoft-cp2,none,ServiceValidation,PostDeploymentValidation,11,0%,GREEN,service details,"Jan 16, 2026 @ 06:50:36"
clustermanagement,FKP,test1-uswest2,privateconnect,none,ServiceValidation,PostDeploymentValidation,15,0%,GREEN,service details,"Jan 15, 2026 @ 18:30:53"
clustermanagement,FKP,test1-uswest2,secrets,none,ServiceValidation,PostDeploymentValidation,29,0%,GREEN,service details,"Jan 16, 2026 @ 06:22:21"
clustermanagement,FKP,test1-uswest2,secrets-gov,none,ServiceValidation,PostDeploymentValidation,23,0%,GREEN,service details,"Jan 14, 2026 @ 18:00:16"
clustermanagement,FKP,test1-uswest2,security,none,ServiceValidation,PostDeploymentValidation,14,0%,GREEN,service details,"Jan 12, 2026 @ 21:06:16"
clustermanagement,FKP,test1-uswest2,sitebridge,none,ServiceValidation,PostDeploymentValidation,7,0%,GREEN,service details,"Jan 12, 2026 @ 21:01:21"
clustermanagement,FKP,test1-uswest2,tableau,none,ServiceValidation,PostDeploymentValidation,39,0%,GREEN,service details,"Jan 16, 2026 @ 06:48:35"
clustermanagement,FKP,test1-uswest2,tvm,none,ServiceValidation,PostDeploymentValidation,7,0%,GREEN,service details,"Jan 12, 2026 @ 21:03:37"
clustermanagement,FKP,test1-uswest2,unified-engagement,none,ServiceValidation,PostDeploymentValidation,24,0%,GREEN,service details,"Jan 16, 2026 @ 07:01:37"
fkp-controlplane,FKP,aws-dev2-uswest2,controltelemetry,fkp-cp-gcp-dev1,ServiceValidation,PostDeploymentValidation,68,0%,GREEN,service details,"Jan 15, 2026 @ 19:19:52"
fkp-controlplane,FKP,aws-dev2-uswest2,controltelemetry,none,EnvironmentValidation,PreDeploymentValidation,24,100%,RED,service details,"Nov 21, 2025 @ 09:00:43"
fkp-controlplane,FKP,aws-dev2-uswest2,controltelemetry,none,ServiceValidation,PostDeploymentValidation,150,32%,RED,service details,"Jan 15, 2026 @ 19:22:03"
fkp-controlplane-infra,FKP,aws-dev2-uswest2,controltelemetry,fkp-cp-gcp-dev1,ServiceValidation,StaggerGroupValidation,1,100%,RED,service details,"Nov 18, 2025 @ 20:06:32"
fkp-controlplane-infra,FKP,aws-dev2-uswest2,controltelemetry,none,ServiceValidation,StaggerGroupValidation,1,100%,RED,service details,"Nov 18, 2025 @ 20:06:31"
fkp-gateway,FKP,aws-dev2-uswest2,controltelemetry,none,ServiceValidation,StaggerGroupValidation,1,100%,RED,service details,"Dec 5, 2025 @ 09:42:00"
fleet-manager,FKP,aws-dev2-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Nov 28, 2025 @ 01:07:05"
fleet-manager,FKP,aws-dev4-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Nov 27, 2025 @ 23:58:39"
fleet-manager,FKP,aws-dev5-apsouth1,crypto,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Nov 28, 2025 @ 01:15:08"
fleet-manager,FKP,dev1-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Nov 27, 2025 @ 22:50:54"
fleet-manager,FKP,fdev1-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,18,0%,GREEN,service details,"Dec 18, 2025 @ 18:24:24"
fleet-manager,FKP,fdev1-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,156,15.38%,RED,service details,"Dec 18, 2025 @ 18:24:10"
hc-portal,FKP,aws-dev2-uswest2,controltelemetry,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 24, 2025 @ 09:26:19"
hc-portal,FKP,aws-dev2-uswest2,controltelemetry,none,ServiceValidation,StaggerGroupValidation,2,100%,RED,service details,"Nov 26, 2025 @ 16:40:33"
hcp-operations,FKP,dev1-uswest2,foundation,none,ServiceValidation,StaggerGroupValidation,18,83.33%,RED,service details,"Nov 17, 2025 @ 22:29:22"
hypercomputeapi,FKP,dev1-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,189,55.56%,RED,service details,"Jan 14, 2026 @ 16:53:25"
hypercomputeapi,FKP,dev1-uswest2,foundation,none,ServiceValidation,StaggerGroupValidation,153,17.65%,RED,service details,"Jan 16, 2026 @ 07:07:29"
integrations-operator,Mesh,fdev1-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,20,100%,RED,service details,"Jan 16, 2026 @ 06:12:07"
kaaskeywatcher,Mesh,dev1-uswest2,dev1-uswest2,none,ServiceValidation,ADHOC,289,0.35%,RED,service details,"Jan 8, 2026 @ 22:28:18"
kaaskeywatcher,FKP,fdev1-uswest2,fdev1-uswest2,none,ServiceValidation,ADHOC,53,45.28%,RED,service details,"Dec 29, 2025 @ 15:54:41"
kaaskeywatcher,FKP,perf1-useast2,perf1-useast2,none,ServiceValidation,ADHOC,224,0%,GREEN,service details,"Jan 15, 2026 @ 00:32:03"
kaaskeywatcher,FKP,test1-uswest2,test1-uswest2,none,ServiceValidation,ADHOC,346,0%,GREEN,service details,"Jan 8, 2026 @ 12:06:34"
klusterlet,FKP,aws-dev2-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,18,0%,GREEN,service details,"Nov 28, 2025 @ 01:23:23"
klusterlet,FKP,aws-dev4-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,18,0%,GREEN,service details,"Nov 28, 2025 @ 00:16:41"
klusterlet,FKP,aws-dev5-apsouth1,crypto,none,ServiceValidation,PostDeploymentValidation,18,0%,GREEN,service details,"Nov 28, 2025 @ 01:30:01"
klusterlet,FKP,dev1-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,18,0%,GREEN,service details,"Nov 27, 2025 @ 23:09:08"
klusterlet,FKP,fdev1-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,39,0%,GREEN,service details,"Dec 18, 2025 @ 18:26:03"
klusterlet,FKP,fdev1-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,135,0%,GREEN,service details,"Jan 8, 2026 @ 16:03:10"
kmmapp,FKP,dev1-uswest2,monitoring,none,ServiceValidation,PostDeploymentValidation,4,0%,GREEN,service details,"Dec 12, 2025 @ 03:12:16"
kmmapp,FKP,dev1-uswest2,monitoring,none,ServiceValidation,StaggerGroupValidation,20,0%,GREEN,service details,"Dec 26, 2025 @ 21:46:09"
knative-serving,FKP,aws-dev4-uswest2,foundation,none,ServiceValidation,StaggerGroupValidation,2,100%,RED,service details,"Oct 29, 2025 @ 19:58:58"
knative-serving,FKP,aws-dev4-uswest2,scratchpad11,none,ServiceValidation,StaggerGroupValidation,2,100%,RED,service details,"Oct 29, 2025 @ 20:00:24"
knative-serving,FKP,dev1-uswest2,core002,none,ServiceValidation,StaggerGroupValidation,3,100%,RED,service details,"Nov 12, 2025 @ 23:59:47"
knative-serving,FKP,fdev1-uswest2,foundation,none,ServiceValidation,StaggerGroupValidation,9,100%,RED,service details,"Jan 13, 2026 @ 12:14:41"
knative-serving-activator,FKP,aws-dev4-uswest2,foundation,none,ServiceValidation,StaggerGroupValidation,3,100%,RED,service details,"Oct 29, 2025 @ 11:40:26"
knative-serving-activator,FKP,aws-dev4-uswest2,scratchpad11,none,ServiceValidation,StaggerGroupValidation,3,100%,RED,service details,"Oct 29, 2025 @ 11:41:21"
knative-serving-activator,FKP,dev1-uswest2,core002,none,ServiceValidation,StaggerGroupValidation,10,100%,RED,service details,"Jan 6, 2026 @ 10:29:26"
komputegroup,FKP,aws-dev2-uswest2,apiq,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 5, 2025 @ 12:39:13"
komputegroup,FKP,aws-dev2-uswest2,ast,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:38:22"
komputegroup,FKP,aws-dev2-uswest2,cdp1,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:41:19"
komputegroup,FKP,aws-dev2-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,4,25%,RED,service details,"Nov 5, 2025 @ 13:03:08"
komputegroup,FKP,aws-dev2-uswest2,cvw-dataplane-test,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:38:05"
komputegroup,FKP,aws-dev2-uswest2,devx,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 11, 2025 @ 13:44:19"
komputegroup,FKP,aws-dev2-uswest2,dp-services,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 5, 2025 @ 12:38:40"
komputegroup,FKP,aws-dev2-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,3,0%,GREEN,service details,"Nov 5, 2025 @ 12:40:47"
komputegroup,FKP,aws-dev2-uswest2,industries,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:38:18"
komputegroup,FKP,aws-dev2-uswest2,messagingjourneys1,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 11, 2025 @ 13:57:28"
komputegroup,FKP,aws-dev2-uswest2,mulesoft-regional,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:39:08"
komputegroup,FKP,aws-dev2-uswest2,seas,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:38:53"
komputegroup,FKP,aws-dev2-uswest2,security,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:39:09"
komputegroup,FKP,aws-dev2-uswest2,tvm,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Dec 11, 2025 @ 13:43:12"
komputegroup,FKP,aws-dev4-uswest2,airesearch,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 13, 2025 @ 11:05:59"
komputegroup,FKP,aws-dev4-uswest2,commerceecom,none,ServiceValidation,PostDeploymentValidation,3,33.33%,RED,service details,"Nov 13, 2025 @ 11:29:56"
komputegroup,FKP,aws-dev4-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Nov 13, 2025 @ 11:04:50"
komputegroup,FKP,aws-dev4-uswest2,cvw-dataplane1,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 13, 2025 @ 11:04:16"
komputegroup,FKP,aws-dev4-uswest2,einstein,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 13, 2025 @ 11:06:06"
komputegroup,FKP,aws-dev4-uswest2,fieldservice,none,ServiceValidation,PostDeploymentValidation,2,50%,RED,service details,"Nov 13, 2025 @ 11:33:11"
komputegroup,FKP,aws-dev4-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,10,20%,RED,service details,"Nov 13, 2025 @ 11:33:44"
komputegroup,FKP,aws-dev4-uswest2,industries,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 13, 2025 @ 11:03:33"
komputegroup,FKP,aws-dev4-uswest2,mulesoft-cp,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 13, 2025 @ 11:04:47"
komputegroup,FKP,aws-dev4-uswest2,mulesoft-regional1,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 13, 2025 @ 11:04:01"
komputegroup,FKP,aws-dev4-uswest2,regrello,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 13, 2025 @ 11:02:53"
komputegroup,FKP,aws-dev4-uswest2,scratchpad12,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 13, 2025 @ 11:06:12"
komputegroup,FKP,aws-dev4-uswest2,scratchpad13,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 13, 2025 @ 11:04:20"
komputegroup,FKP,aws-dev4-uswest2,seas,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 13, 2025 @ 11:06:24"
komputegroup,FKP,aws-dev4-uswest2,security,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Nov 13, 2025 @ 11:11:18"
komputegroup,FKP,aws-dev4-uswest2,tableau,none,ServiceValidation,PostDeploymentValidation,4,75%,RED,service details,"Nov 13, 2025 @ 13:15:21"
komputegroup,FKP,aws-dev5-apsouth1,crypto,none,ServiceValidation,PostDeploymentValidation,3,0%,GREEN,service details,"Nov 5, 2025 @ 12:48:26"
komputegroup,FKP,aws-dev5-apsouth1,devx,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Dec 11, 2025 @ 13:54:21"
komputegroup,FKP,aws-dev5-apsouth1,foundation,none,ServiceValidation,PostDeploymentValidation,3,0%,GREEN,service details,"Nov 5, 2025 @ 12:46:50"
komputegroup,FKP,aws-dev5-apsouth1,security,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:46:34"
komputegroup,FKP,aws-dev5-apsouth1,sfw-dataplane,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Nov 5, 2025 @ 12:49:25"
komputegroup,FKP,dev1-uswest2,ast,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:42:20"
komputegroup,FKP,dev1-uswest2,buildndeliver,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:42:59"
komputegroup,FKP,dev1-uswest2,cdp001,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:46:25"
komputegroup,FKP,dev1-uswest2,cdp002,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:42:48"
komputegroup,FKP,dev1-uswest2,core002,none,ServiceValidation,PostDeploymentValidation,9,0%,GREEN,service details,"Dec 9, 2025 @ 13:44:06"
komputegroup,FKP,dev1-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Dec 9, 2025 @ 13:42:38"
komputegroup,FKP,dev1-uswest2,diffeo,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:40:45"
komputegroup,FKP,dev1-uswest2,dnr,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:41:13"
komputegroup,FKP,dev1-uswest2,edge,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:41:41"
komputegroup,FKP,dev1-uswest2,einstein,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:44:55"
komputegroup,FKP,dev1-uswest2,foundation,none,ServiceValidation,PostDeploymentValidation,6,0%,GREEN,service details,"Dec 9, 2025 @ 13:43:11"
komputegroup,FKP,dev1-uswest2,gid,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:42:35"
komputegroup,FKP,dev1-uswest2,monitoring,none,ServiceValidation,PostDeploymentValidation,8,37.50%,RED,service details,"Dec 9, 2025 @ 14:32:29"
komputegroup,FKP,dev1-uswest2,monitoring-regional,none,ServiceValidation,PostDeploymentValidation,8,0%,GREEN,service details,"Dec 9, 2025 @ 13:43:50"
komputegroup,FKP,dev1-uswest2,mulesoft-regional,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:41:36"
komputegroup,FKP,dev1-uswest2,seas,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:43:51"
komputegroup,FKP,dev1-uswest2,security,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:43:58"
komputegroup,FKP,dev1-uswest2,sfcdmodel,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:44:08"
komputegroup,FKP,dev1-uswest2,tvm,none,ServiceValidation,PostDeploymentValidation,1,0%,GREEN,service details,"Dec 11, 2025 @ 13:42:26"
komputegroup,FKP,dev1-uswest2,uip001,none,ServiceValidation,PostDeploymentValidation,5,20%,RED,service details,"Dec 9, 2025 @ 13:46:14"
komputegroup,FKP,dev1-uswest2,unified-engagement,none,ServiceValidation,PostDeploymentValidation,2,0%,GREEN,service details,"Dec 9, 2025 @ 13:45:53"
komputegroup,FKP,fdev1-uswest2,crypto,none,ServiceValidation,PostDeploymentValidation,161,1.24%,RED,service details,"Jan 14, 2026 @ 16:20:54"
